Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Stage,Amount,Investment_year,Headquarter_City,Category,Categorised_stage
Habbit,2020.0,Bangalore,EdTech,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,"Somnath Sandeep, Raghav Goyal",Ashok Goyal,Pre-seed,0.32,2021,Bangalore,Education,Seed
Bikayi,2019.0,Hyderabad,E-commerce,Empowering SMBs in India,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India,Series A,10.0,2021,Hyderabad,E-commerce & Retail,Series A
Sugar.fit,2021.0,Bangalore,Health,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.","Shivtosh Kumar, Madan Somasundaram","Cure.fit, Endiya Partners, Tanglin Venture",,10.0,2021,Bangalore,Healthcare & HealthTech,Other
Dukaan,2020.0,Bangalore,Retail,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.","Suumit Shah, Subhash Choudhary","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",Series A,9e-06,2021,Bangalore,E-commerce & Retail,Series A
Vidyakul,2017.0,Gurugram,EdTech,Vidyakul is a group of academic experts.,"Tarun Saini, Gaurav Singhvi",We Founder Circle,Bridge,0.5,2021,Gurugram,Education,Other
Goodmylk,2015.0,Bangalore,Food & Beverages,Make plant-based food affordable and accessible in India.,Abhay Rangan,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",Seed,1.0,2021,Bangalore,E-commerce & Retail,Seed
Fieldproxy,2016.0,Chennai,SaaS startup,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund",Seed,2e-06,2021,Chennai,Other,Seed
NeuroPixel.AI,2020.0,Bangalore,Deeptech,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,,"Arvind Venugopal Nair, Amritendu Mukherjee",Seed,0.8,2021,Bangalore,Other,Seed
Elixia Tech Solutions,2011.0,Mumbai,Information Technology & Services,End to End Logistics Automation Expert,Sanket Sheth,Rajasthan Venture Capital Fund,Pre-series A,1.0,2021,Mumbai,Technology & Software,Series A
bitsCrunch,2020.0,Chennai,Blockchain,A consulting firm focused mainly on Data Analytics and DevOps.,Saravanan Jaichandaran,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",Seed,0.7,2021,Chennai,Technology & Software,Seed
Prolgae,2016.0,The Nilgiris,Biotechnology,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,Aakas Sadasivam,Vijayan,Seed,0.2,2021,The Nilgiris,Technology & Software,Seed
Biddano,2016.0,Pune,"Health, Wellness & Fitness",India's first tech-enabled healthcare logistics platform.,"Talha Shaikh, Ashok Yadav","Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",Pre-series A1,2.0,2021,Pune,Technology & Software,Series A
Geniemode,2021.0,Gurugram,B2B,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.","Amit Sharma, Tanuj Gangwani",Info Edge Ventures,,2.0,2021,Gurugram,E-commerce & Retail,Other
Neokred,2019.0,Bangalore,FinTech,Democratizing Open Banking,"Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal",Seed,0.5,2021,Bangalore,Finance & FinTech,Seed
Delhivery,2011.0,Gurugram,Logistics & Supply Chain,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,Addition,Series I,76.0,2021,Gurugram,Technology & Software,Other
Flipspaces,2011.0,Mumbai,Design,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal Sharma,Prashasta Seth,Pre-series B,2.0,2021,Mumbai,Other,Series B
Fleek,2021.0,Bangalore,Internet,Fleek helps track & manage subscriptions in one place.,"Aditya Uttaravalli, Arvind Eashwar",Axilor,Seed,1.0,2021,Bangalore,Other,Seed
GoKwik,2020.0,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Ankush Talwar, Chirag Taneja, Vivek Bajpai","Matrix Partners India, Jitendra Gupta, RTP Global",Pre-series A,5.0,2021,New Delhi,Technology & Software,Series A
Proeon,2018.0,Pune,Food Production,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Ashish Korde, Kevin Parekh","Shaival Desai, Flowstate Ventures",Seed,2.0,2021,Pune,E-commerce & Retail,Seed
InfyU Labs,2019.0,Gandhinagar,AgriTech,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,"Amit Srivastava, Ankit Chauhan",IAN,Seed,0.2,2021,Gandhinagar,Technology & Software,Seed
TechEagle,2015.0,Gurugram,Aviation & Aerospace,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",Vikram Singh Meena,India Accelerator,Seed,0.5,2021,Gurugram,Technology & Software,Seed
Voxelgrids,2017.0,Bangalore,Deeptech,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Arjun Arunachalam,Zoho,,5.0,2021,Bangalore,Other,Other
Cogos Technologies,2016.0,Bangalore,Logistics & Supply Chain,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Prasad Sreeram,Transworld Group,Pre-series A,2.0,2021,Bangalore,Technology & Software,Series A
Gigforce,2019.0,Gurugram,Staffing & Recruiting,A gig/on-demand staffing company.,"Chirag Mittal, Anirudh Syal",Endiya Partners,Pre-series A,3.0,2021,Gurugram,Technology & Software,Series A
Vahdam,2015.0,New Delhi,Food & Beverages,VAHDAM is among the world’s first vertically integrated online-first tea brands.,Bala Sarda,IIFL AMC,Series D,20.0,2021,New Delhi,E-commerce & Retail,Series D
Leap Finance,2019.0,Bangalore,Financial Services,International education loans for high potential students.,"Arnav Kumar, Vaibhav Singh",Owl Ventures,Series C,55.0,2021,Bangalore,Other,Series C
CollegeDekho,2015.0,Gurugram,EdTech,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.",Ruchir Arora,"Winter Capital, ETS, Man Capital",Series B,26.0,2021,Gurugram,Education,Series B
WeRize,2019.0,Bangalore,Financial Services,India’s first socially distributed full stack financial services platform for small town India,"Vishal Chopra, Himanshu Gupta","3one4 Capital, Kalaari Capital",Series A,3e-06,2021,Bangalore,Other,Series A
Aqgromalin,2019.0,Chennai,AgriTech,Cultivating Ideas for Profit,"Prasanna Manogaran, Bharani C L",Angel investors,,0.2,2020,Chennai,Technology & Software,Other
Krayonnz,2019.0,Bangalore,EdTech,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,Pre-seed,0.1,2020,Bangalore,Education,Seed
NCOME,2020.0,New Delhi,Escrow,Escrow-as-a-service platform,Ritesh Tiwari,"Venture Catalysts, PointOne Capital",,0.4,2020,New Delhi,Other,Other
Gramophone,2016.0,Indore,AgriTech,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",,0.34,2020,Indore,Technology & Software,Other
qZense,2019.0,Bangalore,AgriTech,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",Seed,0.6,2020,Bangalore,Technology & Software,Seed
MyClassboard,2008.0,Hyderabad,EdTech,MyClassboard is a full-fledged School / College Management Software.,Ajay Sakhamuri,ICICI Bank.,Pre-series A,0.6,2020,Hyderabad,Education,Series A
Rupeek,2015.0,Bangalore,FinTech,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.","Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",Series C,45.0,2020,Bangalore,Finance & FinTech,Series C
Gig India,2017.0,Pune,Crowdsourcing,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai",Pre-series A,1.0,2020,Pune,Other,Series A
Slurrp Farm,2016.0,Gurgaon,Food & Bevarages,Slurrp Farm is a children health food brand.,Meghana Narayan,Fireside Ventures,Series A,2.0,2020,Gurgaon,E-commerce & Retail,Series A
Brila 91,2014.0,New Delhi,Food & Bevarages,Bira 91 is a craft beer company.,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",,1.2,2020,New Delhi,E-commerce & Retail,Other
FoodyBuddy,2015.0,Belgaum,Food Industry,FoodyBuddy is a online food delivery portal,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,,0.6,2020,Belgaum,E-commerce & Retail,Other
Zomato,2008.0,Gurgaon,Food Delivery,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",,660.0,2020,Gurgaon,E-commerce & Retail,Other
OurEye.ai,2020.0,Bangalore,Virtual auditing startup,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.","Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",,0.12,2020,Bangalore,Technology & Software,Other
Shiprocket,2017.0,New Delhi,E-commerce,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",Series C,7.5,2020,New Delhi,E-commerce & Retail,Series C
Moneyboxx Finance,2019.0,New Delhi,FinTech,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,Prashant Agarwal,"BlackSoil, Caspian",,1.0,2020,New Delhi,Finance & FinTech,Other
SucSEED Indovation,2016.0,Hyderabad,FinTech,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",Vikrant Varshney,,,5.0,2020,Hyderabad,Finance & FinTech,Other
TaxBuddy.com,2019.0,Mumbai,FinTech,TaxBuddy for any tax related issues.,Sujit Bangar,Zenith Global,,1.0,2020,Mumbai,Finance & FinTech,Other
Awign Enterprises,2016.0,Bangalore,Work fulfillment,Operations and manpower outsourcing startup,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",,0.5,2020,Bangalore,Other,Other
Circle of Angels,2018.0,Gurgaon,FinTech,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,Karanpal Singh,,,3.0,2020,Gurgaon,Finance & FinTech,Other
CoinDCX,2017.0,Mumbai,FinTech,CoinDCX is a company that specializes in crypto-enabled financial services.,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",Series B,10.0,2020,Mumbai,Finance & FinTech,Series B
Glance,2016.0,Bangalore,AI startup,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,Naveen Tewari,Mithril Capital Management.,,145.0,2020,Bangalore,Technology & Software,Other
VerSe Innovation,2007.0,Bangalore,Telecommunication,Owner of Dailyhunt App and I-Pay,Virendra Gupta,Google,,100.0,2020,Bangalore,Other,Other
Arya,1982.0,Noida,AgriTech,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation","Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,Series B,21.0,2020,Noida,Technology & Software,Series B
Pickrr,2015.0,New Delhi,Logistics,Pickrr is an on-demand first mile logistics company,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,,4.0,2020,New Delhi,Other,Other
PhonePe,2015.0,Andheri,FinTech,PhonePe is a mobile payment application that enables users to transfer money instantly.,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",,20.0,2020,Andheri,Finance & FinTech,Other
Countingwell,2018.0,Bangalore,EdTech,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",Nirmal Shah,"Delhi Private School, UAE, Interstar",Pre-series A,1.0,2020,Bangalore,Education,Series A
Callify.ai,2016.0,Mumbai,Tech Startup,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,Seed,0.56,2020,Mumbai,Other,Seed
Cover it Up,2013.0,Chennai,E-commerce,Online portal that churns out high quality products,Ronak Sarda,Angel investors,Seed,0.4,2020,Chennai,E-commerce & Retail,Seed
BiteSpeed,2019.0,Gurgaon,E-commerce,Chat-based commerce for E-commerce brands,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,Seed,0.275,2020,Gurgaon,E-commerce & Retail,Seed
WakeFit,2016.0,Bangalore,Retail,Wakefitkart is a mattress manufacturing company,"Ankit Garg, Chaitanya Ramalingegowda",Sequoia Capital.,Series B,20.0,2020,Bangalore,E-commerce & Retail,Series B
Sreyas Holistic Remedies,2008.0,Hyderabad,Medtech,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,Dr Prashant Soma,Blacksoil,,1.0,2020,Hyderabad,Education,Other
M1xchange,2017.0,Gurgaon,FinTech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Sundeep Mohindru,"BEENEXT, Mayfield Fund",,4.5,2020,Gurgaon,Finance & FinTech,Other
Exotel,2011.0,Bangalore,Cloud company,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,Shivakumar Ganesan,"A91 Partners, Artha India Ventures",,5.0,2020,Bangalore,Other,Other
PagarBook,2019.0,Bangalore,Software company,"Staff's Salary, Work & Attendance Management Application","Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",Series A,15.0,2020,Bangalore,Other,Series A
Ayana,2017.0,Bangalore,Renewable player,Ayana Renewable Power is an Indian renewable energy platform,Shivanand N,"NIIF Ltd, CDC Group",,390.0,2020,Bangalore,Other,Other
Fisdom,2015.0,Bangalore,FinTech,Fisdom is a fintech company that offers investment advisory services through an application.,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",,7.0,2020,Bangalore,Finance & FinTech,Other
Infinite Uptime,2015.0,Pune,IoT startup,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",Series B,5.1,2020,Pune,Other,Series B
HappyLocate,2016.0,Bangalore,SaaS startup,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed","Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,Pre-series A,0.5,2020,Bangalore,Other,Series A
PhonePe,2015.0,New Delhi,FinTech,PhonePe is a mobile payments application that allows the user to transfer money instantly.,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,,700.0,2020,New Delhi,Finance & FinTech,Other
Loop Health,2017.0,Pune,HealthTech,Loop Health is bringing ease and choice to patients seeking major medical treatments.,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",Seed,2.3,2020,Pune,Healthcare & HealthTech,Seed
